species,scientific_name,start_time,end_time,confidence,label,File,timestamp_str,duration
Yellow-billed Cuckoo,Coccyzus americanus,6.0,9.0,0.14685827493667603,Coccyzus americanus_Yellow-billed Cuckoo,20250610_120300.WAV,20250610_120300,3.0
Carolina Wren,Thryothorus ludovicianus,6.0,9.0,0.1188289225101471,Thryothorus ludovicianus_Carolina Wren,20250610_120300.WAV,20250610_120300,3.0
Prothonotary Warbler,Protonotaria citrea,9.0,12.0,0.4746793806552887,Protonotaria citrea_Prothonotary Warbler,20250610_120300.WAV,20250610_120300,3.0
Northern Cardinal,Cardinalis cardinalis,9.0,12.0,0.13387291133403778,Cardinalis cardinalis_Northern Cardinal,20250610_120300.WAV,20250610_120300,3.0
Prothonotary Warbler,Protonotaria citrea,12.0,15.0,0.2022789865732193,Protonotaria citrea_Prothonotary Warbler,20250610_120300.WAV,20250610_120300,3.0
Carolina Wren,Thryothorus ludovicianus,15.0,18.0,0.3544319272041321,Thryothorus ludovicianus_Carolina Wren,20250610_120300.WAV,20250610_120300,3.0
Black-capped Chickadee,Poecile atricapillus,15.0,18.0,0.11537311971187592,Poecile atricapillus_Black-capped Chickadee,20250610_120300.WAV,20250610_120300,3.0
Northern Cardinal,Cardinalis cardinalis,18.0,21.0,0.18419745564460754,Cardinalis cardinalis_Northern Cardinal,20250610_120300.WAV,20250610_120300,3.0
Carolina Wren,Thryothorus ludovicianus,18.0,21.0,0.10055763274431229,Thryothorus ludovicianus_Carolina Wren,20250610_120300.WAV,20250610_120300,3.0
Northern Cardinal,Cardinalis cardinalis,21.0,24.0,0.129328653216362,Cardinalis cardinalis_Northern Cardinal,20250610_120300.WAV,20250610_120300,3.0
Prothonotary Warbler,Protonotaria citrea,27.0,30.0,0.1490289270877838,Protonotaria citrea_Prothonotary Warbler,20250610_120300.WAV,20250610_120300,3.0
Northern Cardinal,Cardinalis cardinalis,27.0,30.0,0.11410045623779297,Cardinalis cardinalis_Northern Cardinal,20250610_120300.WAV,20250610_120300,3.0
Carolina Wren,Thryothorus ludovicianus,30.0,33.0,0.13285374641418457,Thryothorus ludovicianus_Carolina Wren,20250610_120300.WAV,20250610_120300,3.0
Northern Cardinal,Cardinalis cardinalis,33.0,36.0,0.1133665069937706,Cardinalis cardinalis_Northern Cardinal,20250610_120300.WAV,20250610_120300,3.0
Hermit Warbler,Setophaga occidentalis,39.0,42.0,0.11048906296491623,Setophaga occidentalis_Hermit Warbler,20250610_120300.WAV,20250610_120300,3.0
Spotted Dove,Streptopelia chinensis,51.0,54.0,0.2778076231479645,Streptopelia chinensis_Spotted Dove,20250610_120300.WAV,20250610_120300,3.0
Northern Cardinal,Cardinalis cardinalis,51.0,54.0,0.16860046982765198,Cardinalis cardinalis_Northern Cardinal,20250610_120300.WAV,20250610_120300,3.0
White-winged Dove,Zenaida asiatica,51.0,54.0,0.14375492930412292,Zenaida asiatica_White-winged Dove,20250610_120300.WAV,20250610_120300,3.0
Northern Cardinal,Cardinalis cardinalis,0.0,3.0,0.14100733399391174,Cardinalis cardinalis_Northern Cardinal,20250610_120400.WAV,20250610_120400,3.0
Carolina Wren,Thryothorus ludovicianus,0.0,3.0,0.13079962134361267,Thryothorus ludovicianus_Carolina Wren,20250610_120400.WAV,20250610_120400,3.0
White-winged Dove,Zenaida asiatica,3.0,6.0,0.11501241475343704,Zenaida asiatica_White-winged Dove,20250610_120400.WAV,20250610_120400,3.0
Golden-cheeked Warbler,Setophaga chrysoparia,6.0,9.0,0.10983026772737503,Setophaga chrysoparia_Golden-cheeked Warbler,20250610_120400.WAV,20250610_120400,3.0
Northern Mockingbird,Mimus polyglottos,12.0,15.0,0.2678312361240387,Mimus polyglottos_Northern Mockingbird,20250610_120400.WAV,20250610_120400,3.0
White-winged Dove,Zenaida asiatica,15.0,18.0,0.16291947662830353,Zenaida asiatica_White-winged Dove,20250610_120400.WAV,20250610_120400,3.0
Northern Mockingbird,Mimus polyglottos,15.0,18.0,0.14988309144973755,Mimus polyglottos_Northern Mockingbird,20250610_120400.WAV,20250610_120400,3.0
Black-crested Titmouse,Baeolophus atricristatus,18.0,21.0,0.28078922629356384,Baeolophus atricristatus_Black-crested Titmouse,20250610_120400.WAV,20250610_120400,3.0
Yucatan Wren,Campylorhynchus yucatanicus,18.0,21.0,0.12438011914491653,Campylorhynchus yucatanicus_Yucatan Wren,20250610_120400.WAV,20250610_120400,3.0
Riverbank Warbler,Myiothlypis rivularis,21.0,24.0,0.2804993689060211,Myiothlypis rivularis_Riverbank Warbler,20250610_120400.WAV,20250610_120400,3.0
Black-crested Titmouse,Baeolophus atricristatus,21.0,24.0,0.12603019177913666,Baeolophus atricristatus_Black-crested Titmouse,20250610_120400.WAV,20250610_120400,3.0
Black-crested Titmouse,Baeolophus atricristatus,24.0,27.0,0.436543732881546,Baeolophus atricristatus_Black-crested Titmouse,20250610_120400.WAV,20250610_120400,3.0
Tufted Titmouse,Baeolophus bicolor,27.0,30.0,0.3761376142501831,Baeolophus bicolor_Tufted Titmouse,20250610_120400.WAV,20250610_120400,3.0
Black-crested Titmouse,Baeolophus atricristatus,27.0,30.0,0.11954883486032486,Baeolophus atricristatus_Black-crested Titmouse,20250610_120400.WAV,20250610_120400,3.0
Tufted Titmouse,Baeolophus bicolor,30.0,33.0,0.5928825736045837,Baeolophus bicolor_Tufted Titmouse,20250610_120400.WAV,20250610_120400,3.0
White-winged Dove,Zenaida asiatica,30.0,33.0,0.11178521811962128,Zenaida asiatica_White-winged Dove,20250610_120400.WAV,20250610_120400,3.0
Black-crested Titmouse,Baeolophus atricristatus,30.0,33.0,0.10285472869873047,Baeolophus atricristatus_Black-crested Titmouse,20250610_120400.WAV,20250610_120400,3.0
Prothonotary Warbler,Protonotaria citrea,30.0,33.0,0.10013280063867569,Protonotaria citrea_Prothonotary Warbler,20250610_120400.WAV,20250610_120400,3.0
Tufted Titmouse,Baeolophus bicolor,33.0,36.0,0.15967868268489838,Baeolophus bicolor_Tufted Titmouse,20250610_120400.WAV,20250610_120400,3.0
White-winged Dove,Zenaida asiatica,36.0,39.0,0.3213598430156708,Zenaida asiatica_White-winged Dove,20250610_120400.WAV,20250610_120400,3.0
Song Thrush,Turdus philomelos,36.0,39.0,0.22346091270446777,Turdus philomelos_Song Thrush,20250610_120400.WAV,20250610_120400,3.0
Tropical Mockingbird,Mimus gilvus,39.0,42.0,0.16261716187000275,Mimus gilvus_Tropical Mockingbird,20250610_120400.WAV,20250610_120400,3.0
Eurasian Green Woodpecker,Picus viridis,42.0,45.0,0.16550788283348083,Picus viridis_Eurasian Green Woodpecker,20250610_120400.WAV,20250610_120400,3.0
Mourning Dove,Zenaida macroura,42.0,45.0,0.1384703367948532,Zenaida macroura_Mourning Dove,20250610_120400.WAV,20250610_120400,3.0
Northern Mockingbird,Mimus polyglottos,45.0,48.0,0.1313837766647339,Mimus polyglottos_Northern Mockingbird,20250610_120400.WAV,20250610_120400,3.0
Red-shouldered Hawk,Buteo lineatus,51.0,54.0,0.25004658102989197,Buteo lineatus_Red-shouldered Hawk,20250610_120400.WAV,20250610_120400,3.0
Blue-naped Mousebird,Urocolius macrourus,0.0,3.0,0.1958533227443695,Urocolius macrourus_Blue-naped Mousebird,20250610_120500.WAV,20250610_120500,3.0
White-winged Dove,Zenaida asiatica,0.0,3.0,0.13654077053070068,Zenaida asiatica_White-winged Dove,20250610_120500.WAV,20250610_120500,3.0
American Robin,Turdus migratorius,3.0,6.0,0.10624650865793228,Turdus migratorius_American Robin,20250610_120500.WAV,20250610_120500,3.0
Indian Gray Hornbill,Ocyceros birostris,12.0,15.0,0.2510082721710205,Ocyceros birostris_Indian Gray Hornbill,20250610_120500.WAV,20250610_120500,3.0
Booted Eagle,Hieraaetus pennatus,12.0,15.0,0.16365350782871246,Hieraaetus pennatus_Booted Eagle,20250610_120500.WAV,20250610_120500,3.0
Common Tailorbird,Orthotomus sutorius,15.0,18.0,0.34587594866752625,Orthotomus sutorius_Common Tailorbird,20250610_120500.WAV,20250610_120500,3.0
European Greenfinch,Chloris chloris,24.0,27.0,0.5450604557991028,Chloris chloris_European Greenfinch,20250610_120500.WAV,20250610_120500,3.0
Lark Sparrow,Chondestes grammacus,27.0,30.0,0.12304295599460602,Chondestes grammacus_Lark Sparrow,20250610_120500.WAV,20250610_120500,3.0
House Finch,Haemorhous mexicanus,30.0,33.0,0.8072137236595154,Haemorhous mexicanus_House Finch,20250610_120500.WAV,20250610_120500,3.0
House Finch,Haemorhous mexicanus,33.0,36.0,0.9579311609268188,Haemorhous mexicanus_House Finch,20250610_120500.WAV,20250610_120500,3.0
House Finch,Haemorhous mexicanus,39.0,42.0,0.145633265376091,Haemorhous mexicanus_House Finch,20250610_120500.WAV,20250610_120500,3.0
House Finch,Haemorhous mexicanus,45.0,48.0,0.2649335563182831,Haemorhous mexicanus_House Finch,20250610_120500.WAV,20250610_120500,3.0
Carolina Wren,Thryothorus ludovicianus,51.0,54.0,0.17408639192581177,Thryothorus ludovicianus_Carolina Wren,20250610_120500.WAV,20250610_120500,3.0
Eastern Bluebird,Sialia sialis,3.0,6.0,0.12229224294424057,Sialia sialis_Eastern Bluebird,20250610_120600.WAV,20250610_120600,3.0
House Finch,Haemorhous mexicanus,15.0,18.0,0.7328017354011536,Haemorhous mexicanus_House Finch,20250610_120600.WAV,20250610_120600,3.0
House Finch,Haemorhous mexicanus,18.0,21.0,0.10736683011054993,Haemorhous mexicanus_House Finch,20250610_120600.WAV,20250610_120600,3.0
Pacific-slope Flycatcher,Empidonax difficilis,24.0,27.0,0.20179380476474762,Empidonax difficilis_Pacific-slope Flycatcher,20250610_120600.WAV,20250610_120600,3.0
Broad-tailed Hummingbird,Selasphorus platycercus,24.0,27.0,0.11076872795820236,Selasphorus platycercus_Broad-tailed Hummingbird,20250610_120600.WAV,20250610_120600,3.0
Hepatic Tanager,Piranga flava,39.0,42.0,0.11262466013431549,Piranga flava_Hepatic Tanager,20250610_120600.WAV,20250610_120600,3.0
Hepatic Tanager,Piranga flava,42.0,45.0,0.11510647088289261,Piranga flava_Hepatic Tanager,20250610_120600.WAV,20250610_120600,3.0
European Greenfinch,Chloris chloris,0.0,3.0,0.12609416246414185,Chloris chloris_European Greenfinch,20250610_120700.WAV,20250610_120700,3.0
Northern Mockingbird,Mimus polyglottos,33.0,36.0,0.10021135956048965,Mimus polyglottos_Northern Mockingbird,20250610_120700.WAV,20250610_120700,3.0
Carolina Wren,Thryothorus ludovicianus,36.0,39.0,0.3504863381385803,Thryothorus ludovicianus_Carolina Wren,20250610_120700.WAV,20250610_120700,3.0
Tufted Titmouse,Baeolophus bicolor,48.0,51.0,0.4907701313495636,Baeolophus bicolor_Tufted Titmouse,20250610_120700.WAV,20250610_120700,3.0
Prothonotary Warbler,Protonotaria citrea,48.0,51.0,0.14559678733348846,Protonotaria citrea_Prothonotary Warbler,20250610_120700.WAV,20250610_120700,3.0
Tufted Titmouse,Baeolophus bicolor,51.0,54.0,0.6001815795898438,Baeolophus bicolor_Tufted Titmouse,20250610_120700.WAV,20250610_120700,3.0
Northern Mockingbird,Mimus polyglottos,0.0,3.0,0.3612334132194519,Mimus polyglottos_Northern Mockingbird,20250610_120800.WAV,20250610_120800,3.0
Tufted Titmouse,Baeolophus bicolor,0.0,3.0,0.22718004882335663,Baeolophus bicolor_Tufted Titmouse,20250610_120800.WAV,20250610_120800,3.0
Tufted Titmouse,Baeolophus bicolor,3.0,6.0,0.3433583676815033,Baeolophus bicolor_Tufted Titmouse,20250610_120800.WAV,20250610_120800,3.0
Prothonotary Warbler,Protonotaria citrea,3.0,6.0,0.1434917449951172,Protonotaria citrea_Prothonotary Warbler,20250610_120800.WAV,20250610_120800,3.0
Northern Cardinal,Cardinalis cardinalis,9.0,12.0,0.13765615224838257,Cardinalis cardinalis_Northern Cardinal,20250610_120800.WAV,20250610_120800,3.0
Northern Mockingbird,Mimus polyglottos,12.0,15.0,0.18458117544651031,Mimus polyglottos_Northern Mockingbird,20250610_120800.WAV,20250610_120800,3.0
Mountain Bluebird,Sialia currucoides,15.0,18.0,0.26763835549354553,Sialia currucoides_Mountain Bluebird,20250610_120800.WAV,20250610_120800,3.0
Northern Mockingbird,Mimus polyglottos,15.0,18.0,0.11781493574380875,Mimus polyglottos_Northern Mockingbird,20250610_120800.WAV,20250610_120800,3.0
Tropical Mockingbird,Mimus gilvus,15.0,18.0,0.10733883082866669,Mimus gilvus_Tropical Mockingbird,20250610_120800.WAV,20250610_120800,3.0
Tropical Mockingbird,Mimus gilvus,18.0,21.0,0.2074558138847351,Mimus gilvus_Tropical Mockingbird,20250610_120800.WAV,20250610_120800,3.0
Northern Cardinal,Cardinalis cardinalis,21.0,24.0,0.27114149928092957,Cardinalis cardinalis_Northern Cardinal,20250610_120800.WAV,20250610_120800,3.0
Mountain Bluebird,Sialia currucoides,24.0,27.0,0.26264363527297974,Sialia currucoides_Mountain Bluebird,20250610_120800.WAV,20250610_120800,3.0
Northern Mockingbird,Mimus polyglottos,24.0,27.0,0.24933716654777527,Mimus polyglottos_Northern Mockingbird,20250610_120800.WAV,20250610_120800,3.0
Northern Cardinal,Cardinalis cardinalis,30.0,33.0,0.11863689869642258,Cardinalis cardinalis_Northern Cardinal,20250610_120800.WAV,20250610_120800,3.0
Northern Mockingbird,Mimus polyglottos,30.0,33.0,0.10453787446022034,Mimus polyglottos_Northern Mockingbird,20250610_120800.WAV,20250610_120800,3.0
Tropical Mockingbird,Mimus gilvus,33.0,36.0,0.3522276282310486,Mimus gilvus_Tropical Mockingbird,20250610_120800.WAV,20250610_120800,3.0
Northern Mockingbird,Mimus polyglottos,33.0,36.0,0.1990542858839035,Mimus polyglottos_Northern Mockingbird,20250610_120800.WAV,20250610_120800,3.0
Variegated Laughingthrush,Trochalopteron variegatum,36.0,39.0,0.21658246219158173,Trochalopteron variegatum_Variegated Laughingthrush,20250610_120800.WAV,20250610_120800,3.0
Northern Mockingbird,Mimus polyglottos,42.0,45.0,0.10769433528184891,Mimus polyglottos_Northern Mockingbird,20250610_120800.WAV,20250610_120800,3.0
House Finch,Haemorhous mexicanus,51.0,54.0,0.24988992512226105,Haemorhous mexicanus_House Finch,20250610_120800.WAV,20250610_120800,3.0
European Greenfinch,Chloris chloris,51.0,54.0,0.17234325408935547,Chloris chloris_European Greenfinch,20250610_120800.WAV,20250610_120800,3.0
Mississippi Kite,Ictinia mississippiensis,0.0,3.0,0.8121729493141174,Ictinia mississippiensis_Mississippi Kite,20250610_120900.WAV,20250610_120900,3.0
Gray-browed Brushfinch,Arremon assimilis,0.0,3.0,0.10093244165182114,Arremon assimilis_Gray-browed Brushfinch,20250610_120900.WAV,20250610_120900,3.0
Northern Cardinal,Cardinalis cardinalis,3.0,6.0,0.10534989088773727,Cardinalis cardinalis_Northern Cardinal,20250610_120900.WAV,20250610_120900,3.0
Prothonotary Warbler,Protonotaria citrea,3.0,6.0,0.10289620608091354,Protonotaria citrea_Prothonotary Warbler,20250610_120900.WAV,20250610_120900,3.0
Carolina Wren,Thryothorus ludovicianus,9.0,12.0,0.28133735060691833,Thryothorus ludovicianus_Carolina Wren,20250610_120900.WAV,20250610_120900,3.0
Prothonotary Warbler,Protonotaria citrea,12.0,15.0,0.14080598950386047,Protonotaria citrea_Prothonotary Warbler,20250610_120900.WAV,20250610_120900,3.0
Northern Cardinal,Cardinalis cardinalis,12.0,15.0,0.12486948072910309,Cardinalis cardinalis_Northern Cardinal,20250610_120900.WAV,20250610_120900,3.0
Carolina Wren,Thryothorus ludovicianus,18.0,21.0,0.2253122627735138,Thryothorus ludovicianus_Carolina Wren,20250610_120900.WAV,20250610_120900,3.0
Northern Cardinal,Cardinalis cardinalis,21.0,24.0,0.17595252394676208,Cardinalis cardinalis_Northern Cardinal,20250610_120900.WAV,20250610_120900,3.0
Prothonotary Warbler,Protonotaria citrea,21.0,24.0,0.15888109803199768,Protonotaria citrea_Prothonotary Warbler,20250610_120900.WAV,20250610_120900,3.0
Carolina Wren,Thryothorus ludovicianus,24.0,27.0,0.24985477328300476,Thryothorus ludovicianus_Carolina Wren,20250610_120900.WAV,20250610_120900,3.0
Belted Kingfisher,Megaceryle alcyon,27.0,30.0,0.11108681559562683,Megaceryle alcyon_Belted Kingfisher,20250610_120900.WAV,20250610_120900,3.0
Western Kingbird,Tyrannus verticalis,27.0,30.0,0.11003341525793076,Tyrannus verticalis_Western Kingbird,20250610_120900.WAV,20250610_120900,3.0
White-winged Dove,Zenaida asiatica,36.0,39.0,0.20644153654575348,Zenaida asiatica_White-winged Dove,20250610_120900.WAV,20250610_120900,3.0
Northern Cardinal,Cardinalis cardinalis,48.0,51.0,0.34757956862449646,Cardinalis cardinalis_Northern Cardinal,20250610_120900.WAV,20250610_120900,3.0
Creamy-bellied Thrush,Turdus amaurochalinus,0.0,3.0,0.3987504839897156,Turdus amaurochalinus_Creamy-bellied Thrush,20250610_121000.WAV,20250610_121000,3.0
Baltimore Oriole,Icterus galbula,3.0,6.0,0.1270940750837326,Icterus galbula_Baltimore Oriole,20250610_121000.WAV,20250610_121000,3.0
Western Tanager,Piranga ludoviciana,9.0,12.0,0.20583133399486542,Piranga ludoviciana_Western Tanager,20250610_121000.WAV,20250610_121000,3.0
Nuttall's Woodpecker,Dryobates nuttallii,12.0,15.0,0.10722745209932327,Dryobates nuttallii_Nuttall's Woodpecker,20250610_121000.WAV,20250610_121000,3.0
Scissor-tailed Flycatcher,Tyrannus forficatus,15.0,18.0,0.35764139890670776,Tyrannus forficatus_Scissor-tailed Flycatcher,20250610_121000.WAV,20250610_121000,3.0
Prothonotary Warbler,Protonotaria citrea,15.0,18.0,0.18705636262893677,Protonotaria citrea_Prothonotary Warbler,20250610_121000.WAV,20250610_121000,3.0
Northern Mockingbird,Mimus polyglottos,18.0,21.0,0.3193920850753784,Mimus polyglottos_Northern Mockingbird,20250610_121000.WAV,20250610_121000,3.0
Juniper Titmouse,Baeolophus ridgwayi,24.0,27.0,0.5834011435508728,Baeolophus ridgwayi_Juniper Titmouse,20250610_121000.WAV,20250610_121000,3.0
Prothonotary Warbler,Protonotaria citrea,24.0,27.0,0.12869827449321747,Protonotaria citrea_Prothonotary Warbler,20250610_121000.WAV,20250610_121000,3.0
European Starling,Sturnus vulgaris,27.0,30.0,0.2105616182088852,Sturnus vulgaris_European Starling,20250610_121000.WAV,20250610_121000,3.0
Northern Cardinal,Cardinalis cardinalis,30.0,33.0,0.21970076858997345,Cardinalis cardinalis_Northern Cardinal,20250610_121000.WAV,20250610_121000,3.0
Carolina Wren,Thryothorus ludovicianus,30.0,33.0,0.17003083229064941,Thryothorus ludovicianus_Carolina Wren,20250610_121000.WAV,20250610_121000,3.0
American Robin,Turdus migratorius,33.0,36.0,0.1430172175168991,Turdus migratorius_American Robin,20250610_121000.WAV,20250610_121000,3.0
Summer Tanager,Piranga rubra,36.0,39.0,0.13461236655712128,Piranga rubra_Summer Tanager,20250610_121000.WAV,20250610_121000,3.0
Prothonotary Warbler,Protonotaria citrea,39.0,42.0,0.18184971809387207,Protonotaria citrea_Prothonotary Warbler,20250610_121000.WAV,20250610_121000,3.0
Carolina Wren,Thryothorus ludovicianus,39.0,42.0,0.12552326917648315,Thryothorus ludovicianus_Carolina Wren,20250610_121000.WAV,20250610_121000,3.0
Carolina Wren,Thryothorus ludovicianus,42.0,45.0,0.13873448967933655,Thryothorus ludovicianus_Carolina Wren,20250610_121000.WAV,20250610_121000,3.0
American Robin,Turdus migratorius,45.0,48.0,0.22914855182170868,Turdus migratorius_American Robin,20250610_121000.WAV,20250610_121000,3.0
Prothonotary Warbler,Protonotaria citrea,48.0,51.0,0.11437827348709106,Protonotaria citrea_Prothonotary Warbler,20250610_121000.WAV,20250610_121000,3.0
Northern Cardinal,Cardinalis cardinalis,48.0,51.0,0.10305655002593994,Cardinalis cardinalis_Northern Cardinal,20250610_121000.WAV,20250610_121000,3.0
Gray-backed Tailorbird,Orthotomus derbianus,0.0,3.0,0.26612669229507446,Orthotomus derbianus_Gray-backed Tailorbird,20250610_121100.WAV,20250610_121100,3.0
White-winged Dove,Zenaida asiatica,3.0,6.0,0.1054299995303154,Zenaida asiatica_White-winged Dove,20250610_121100.WAV,20250610_121100,3.0
Northern Mockingbird,Mimus polyglottos,3.0,6.0,0.10503144562244415,Mimus polyglottos_Northern Mockingbird,20250610_121100.WAV,20250610_121100,3.0
Mountain Bluebird,Sialia currucoides,6.0,9.0,0.44314664602279663,Sialia currucoides_Mountain Bluebird,20250610_121100.WAV,20250610_121100,3.0
Northern Mockingbird,Mimus polyglottos,9.0,12.0,0.2544688582420349,Mimus polyglottos_Northern Mockingbird,20250610_121100.WAV,20250610_121100,3.0
Golden-cheeked Warbler,Setophaga chrysoparia,12.0,15.0,0.18677130341529846,Setophaga chrysoparia_Golden-cheeked Warbler,20250610_121100.WAV,20250610_121100,3.0
Cactus Wren,Campylorhynchus brunneicapillus,12.0,15.0,0.11895544826984406,Campylorhynchus brunneicapillus_Cactus Wren,20250610_121100.WAV,20250610_121100,3.0
Eurasian Green Woodpecker,Picus viridis,15.0,18.0,0.7384977340698242,Picus viridis_Eurasian Green Woodpecker,20250610_121100.WAV,20250610_121100,3.0
